MonthlyIncome,effort
2714.0,"(-0.001, 0.000309]"
4100.0,"(0.00287, 0.00367]"
0.0,"(0.04, 12.67]"
2883.0,"(0.000309, 0.00134]"
4184.0,"(0.000309, 0.00134]"
0.0,"(12.67, 3296.64]"
4038.0,"(0.00649, 0.04]"
7000.0,"(0.000309, 0.00134]"
4000.0,"(0.00468, 0.00649]"
10300.0,"(0.00134, 0.00214]"
10000.0,"(0.00214, 0.00287]"
3629.0,"(0.000309, 0.00134]"
4583.0,"(0.00468, 0.00649]"
8350.0,"(0.000309, 0.00134]"
7000.0,"(0.000309, 0.00134]"
9583.0,"(0.00287, 0.00367]"
2900.0,"(0.000309, 0.00134]"
3983.0,"(0.00367, 0.00468]"
3500.0,"(-0.001, 0.000309]"
8518.0,"(0.00287, 0.00367]"
17362.0,"(0.00134, 0.00214]"
15385.0,"(0.00134, 0.00214]"
5930.0,"(0.00287, 0.00367]"
12500.0,"(0.00214, 0.00287]"
6750.0,"(0.00468, 0.00649]"
820.0,"(0.00649, 0.04]"
4800.0,"(0.00287, 0.00367]"
1200.0,"(0.00649, 0.04]"
1345.0,"(0.00649, 0.04]"
15000.0,"(0.00214, 0.00287]"
6500.0,"(-0.001, 0.000309]"
3334.0,"(0.00134, 0.00214]"
1500.0,"(0.00649, 0.04]"
1.0,"(0.04, 12.67]"
12475.0,"(0.00468, 0.00649]"
9496.0,"(0.00367, 0.00468]"
3528.0,"(0.000309, 0.00134]"
9265.0,"(0.00214, 0.00287]"
2300.0,"(0.00134, 0.00214]"
13750.0,"(0.00287, 0.00367]"
3860.0,"(0.00367, 0.00468]"
7000.0,"(0.00287, 0.00367]"
14166.0,"(0.00134, 0.00214]"
7908.0,"(0.00367, 0.00468]"
5500.0,"(0.00649, 0.04]"
9515.0,"(0.00367, 0.00468]"
166700.0,"(-0.001, 0.000309]"
2600.0,"(0.000309, 0.00134]"
600.0,"(0.00649, 0.04]"
2100.0,"(0.00134, 0.00214]"
4050.0,"(0.00134, 0.00214]"
7333.0,"(0.00214, 0.00287]"
10500.0,"(0.00134, 0.00214]"
4330.0,"(0.00367, 0.00468]"
9000.0,"(0.00134, 0.00214]"
11883.0,"(0.00134, 0.00214]"
4906.0,"(0.00649, 0.04]"
15000.0,"(0.00287, 0.00367]"
6700.0,"(0.00468, 0.00649]"
1684.0,"(0.000309, 0.00134]"
9455.0,"(0.00134, 0.00214]"
2700.0,"(0.000309, 0.00134]"
7334.0,"(0.00214, 0.00287]"
4166.0,"(0.000309, 0.00134]"
7400.0,"(-0.001, 0.000309]"
3847.0,"(0.00468, 0.00649]"
6900.0,"(0.00649, 0.04]"
5655.0,"(0.00367, 0.00468]"
4150.0,"(0.00649, 0.04]"
3100.0,"(0.000309, 0.00134]"
4006.0,"(0.00649, 0.04]"
4250.0,"(0.000309, 0.00134]"
7916.0,"(0.00134, 0.00214]"
3600.0,"(0.00468, 0.00649]"
4000.0,"(0.00649, 0.04]"
3000.0,"(0.000309, 0.00134]"
6672.0,"(0.00287, 0.00367]"
9300.0,"(0.00134, 0.00214]"
3185.0,"(0.00649, 0.04]"
4500.0,"(0.00214, 0.00287]"
6911.0,"(0.00287, 0.00367]"
2050.0,"(0.00287, 0.00367]"
5651.0,"(0.00134, 0.00214]"
6000.0,"(0.00468, 0.00649]"
3900.0,"(0.00287, 0.00367]"
8750.0,"(0.00214, 0.00287]"
3783.0,"(-0.001, 0.000309]"
1150.0,"(0.00649, 0.04]"
1400.0,"(0.00649, 0.04]"
5595.0,"(0.00214, 0.00287]"
3833.0,"(0.00367, 0.00468]"
5270.0,"(0.00287, 0.00367]"
6750.0,"(0.00214, 0.00287]"
8000.0,"(0.00214, 0.00287]"
9000.0,"(0.00214, 0.00287]"
5000.0,"(0.00367, 0.00468]"
11400.0,"(0.00287, 0.00367]"
16250.0,"(0.00367, 0.00468]"
5800.0,"(0.00134, 0.00214]"
5250.0,"(0.00649, 0.04]"
0.0,"(-0.001, 0.000309]"
4000.0,"(0.00468, 0.00649]"
2500.0,"(0.00468, 0.00649]"
4500.0,"(0.00649, 0.04]"
3175.0,"(0.00287, 0.00367]"
2916.0,"(0.00287, 0.00367]"
11333.0,"(0.00214, 0.00287]"
6000.0,"(0.00134, 0.00214]"
5000.0,"(0.00134, 0.00214]"
1218.0,"(0.00649, 0.04]"
5035.0,"(0.00134, 0.00214]"
4500.0,"(0.00367, 0.00468]"
2795.0,"(0.00468, 0.00649]"
6688.0,"(0.00367, 0.00468]"
22700.0,"(0.00134, 0.00214]"
7027.0,"(0.00367, 0.00468]"
2065.0,"(0.000309, 0.00134]"
5500.0,"(0.000309, 0.00134]"
8339.0,"(0.000309, 0.00134]"
5000.0,"(-0.001, 0.000309]"
7833.0,"(0.00134, 0.00214]"
5424.0,"(0.00649, 0.04]"
1133.0,"(0.00649, 0.04]"
11300.0,"(0.000309, 0.00134]"
4222.0,"(0.00287, 0.00367]"
2208.0,"(-0.001, 0.000309]"
10500.0,"(0.00468, 0.00649]"
6900.0,"(0.00468, 0.00649]"
4145.0,"(0.00287, 0.00367]"
4583.0,"(-0.001, 0.000309]"
4000.0,"(0.00134, 0.00214]"
15000.0,"(0.00214, 0.00287]"
2650.0,"(0.00134, 0.00214]"
3800.0,"(0.00214, 0.00287]"
0.0,"(12.67, 3296.64]"
5742.0,"(-0.001, 0.000309]"
8300.0,"(0.00468, 0.00649]"
19166.0,"(0.000309, 0.00134]"
5400.0,"(0.00468, 0.00649]"
5000.0,"(0.00214, 0.00287]"
8133.0,"(0.000309, 0.00134]"
2332.0,"(0.000309, 0.00134]"
2300.0,"(0.00649, 0.04]"
2430.0,"(0.000309, 0.00134]"
9166.0,"(0.00287, 0.00367]"
3333.0,"(0.00367, 0.00468]"
865.0,"(0.00649, 0.04]"
3975.0,"(0.00214, 0.00287]"
5224.0,"(0.000309, 0.00134]"
400.0,"(-0.001, 0.000309]"
6500.0,"(0.00287, 0.00367]"
4675.0,"(0.00214, 0.00287]"
4500.0,"(0.00468, 0.00649]"
5669.0,"(0.00468, 0.00649]"
5640.0,"(0.00134, 0.00214]"
2700.0,"(0.00649, 0.04]"
6746.0,"(0.00134, 0.00214]"
6700.0,"(0.00214, 0.00287]"
5500.0,"(0.00134, 0.00214]"
1440.0,"(-0.001, 0.000309]"
4500.0,"(-0.001, 0.000309]"
11097.0,"(0.00367, 0.00468]"
6917.0,"(0.00468, 0.00649]"
4916.0,"(0.00649, 0.04]"
5500.0,"(0.00468, 0.00649]"
2200.0,"(0.00649, 0.04]"
2536.0,"(-0.001, 0.000309]"
6146.0,"(-0.001, 0.000309]"
3750.0,"(0.00134, 0.00214]"
3125.0,"(0.00649, 0.04]"
12000.0,"(0.000309, 0.00134]"
14269.0,"(0.000309, 0.00134]"
6666.0,"(0.00287, 0.00367]"
2900.0,"(0.00468, 0.00649]"
3200.0,"(0.00468, 0.00649]"
8579.0,"(0.00134, 0.00214]"
5500.0,"(0.00367, 0.00468]"
2040.0,"(0.00649, 0.04]"
4299.0,"(0.00287, 0.00367]"
9539.0,"(0.000309, 0.00134]"
8164.0,"(0.00468, 0.00649]"
14000.0,"(0.000309, 0.00134]"
7500.0,"(0.00468, 0.00649]"
10500.0,"(0.00134, 0.00214]"
7666.0,"(0.000309, 0.00134]"
3975.0,"(0.00649, 0.04]"
2500.0,"(0.00287, 0.00367]"
3561.0,"(0.00134, 0.00214]"
15580.0,"(0.000309, 0.00134]"
2500.0,"(0.00649, 0.04]"
9100.0,"(0.00214, 0.00287]"
4448.0,"(0.00649, 0.04]"
8500.0,"(0.00134, 0.00214]"
14000.0,"(0.00287, 0.00367]"
6000.0,"(0.00367, 0.00468]"
11750.0,"(0.00287, 0.00367]"
2079.0,"(-0.001, 0.000309]"
5000.0,"(0.00134, 0.00214]"
2875.0,"(0.00649, 0.04]"
2463.0,"(0.00134, 0.00214]"
7000.0,"(0.00134, 0.00214]"
20000.0,"(0.00214, 0.00287]"
10369.0,"(0.00287, 0.00367]"
4000.0,"(0.00468, 0.00649]"
5000.0,"(0.00468, 0.00649]"
1950.0,"(-0.001, 0.000309]"
749.0,"(0.00649, 0.04]"
11318.0,"(0.00214, 0.00287]"
6333.0,"(-0.001, 0.000309]"
5000.0,"(0.00134, 0.00214]"
5916.0,"(0.00214, 0.00287]"
1100.0,"(-0.001, 0.000309]"
6500.0,"(0.00287, 0.00367]"
6000.0,"(0.000309, 0.00134]"
1140.0,"(0.000309, 0.00134]"
4135.0,"(0.00468, 0.00649]"
3916.0,"(0.00649, 0.04]"
11640.0,"(0.00287, 0.00367]"
6125.0,"(0.00649, 0.04]"
7041.0,"(0.000309, 0.00134]"
7958.0,"(0.000309, 0.00134]"
7593.0,"(0.000309, 0.00134]"
9166.0,"(0.00649, 0.04]"
12030.0,"(0.00287, 0.00367]"
4166.0,"(0.00287, 0.00367]"
4000.0,"(0.00287, 0.00367]"
10666.0,"(0.00214, 0.00287]"
6300.0,"(0.000309, 0.00134]"
3906.0,"(0.00649, 0.04]"
3599.0,"(-0.001, 0.000309]"
7000.0,"(-0.001, 0.000309]"
4000.0,"(0.00468, 0.00649]"
5000.0,"(0.000309, 0.00134]"
0.0,"(0.04, 12.67]"
11583.0,"(0.00214, 0.00287]"
3500.0,"(0.00649, 0.04]"
6456.0,"(0.000309, 0.00134]"
3600.0,"(0.00214, 0.00287]"
3333.0,"(-0.001, 0.000309]"
8000.0,"(0.00214, 0.00287]"
7397.0,"(0.00134, 0.00214]"
4997.0,"(0.00214, 0.00287]"
6545.0,"(0.00134, 0.00214]"
4550.0,"(0.000309, 0.00134]"
19300.0,"(0.00287, 0.00367]"
7700.0,"(0.00649, 0.04]"
1201.0,"(0.00367, 0.00468]"
8000.0,"(-0.001, 0.000309]"
9167.0,"(0.00287, 0.00367]"
5550.0,"(0.00649, 0.04]"
7216.0,"(0.00134, 0.00214]"
5025.0,"(0.00134, 0.00214]"
5000.0,"(-0.001, 0.000309]"
3500.0,"(0.00134, 0.00214]"
9166.0,"(0.000309, 0.00134]"
6400.0,"(0.000309, 0.00134]"
2500.0,"(0.00287, 0.00367]"
2500.0,"(0.00287, 0.00367]"
4733.0,"(0.00367, 0.00468]"
2959.0,"(0.00649, 0.04]"
12965.0,"(0.000309, 0.00134]"
5250.0,"(0.00468, 0.00649]"
4390.0,"(0.00468, 0.00649]"
4140.0,"(0.00367, 0.00468]"
2013.0,"(-0.001, 0.000309]"
7000.0,"(0.00287, 0.00367]"
5500.0,"(0.00649, 0.04]"
2244.0,"(0.00287, 0.00367]"
1500.0,"(0.00134, 0.00214]"
2681.0,"(0.00468, 0.00649]"
2400.0,"(0.00649, 0.04]"
9500.0,"(0.00649, 0.04]"
8750.0,"(0.00367, 0.00468]"
0.0,"(0.04, 12.67]"
3500.0,"(0.00214, 0.00287]"
4000.0,"(0.00649, 0.04]"
6200.0,"(0.00649, 0.04]"
3900.0,"(0.000309, 0.00134]"
8583.0,"(0.00287, 0.00367]"
33333.0,"(0.000309, 0.00134]"
5532.0,"(0.000309, 0.00134]"
8100.0,"(0.00287, 0.00367]"
1300.0,"(0.00134, 0.00214]"
7450.0,"(0.00214, 0.00287]"
2600.0,"(0.000309, 0.00134]"
19833.0,"(0.00367, 0.00468]"
1600.0,"(0.00649, 0.04]"
13000.0,"(0.00287, 0.00367]"
3420.0,"(0.00134, 0.00214]"
451.0,"(0.00649, 0.04]"
8400.0,"(-0.001, 0.000309]"
1800.0,"(-0.001, 0.000309]"
7250.0,"(0.00287, 0.00367]"
8075.0,"(0.00468, 0.00649]"
4800.0,"(0.00367, 0.00468]"
1500.0,"(0.00468, 0.00649]"
5700.0,"(0.00287, 0.00367]"
15166.0,"(0.00287, 0.00367]"
4338.0,"(0.00287, 0.00367]"
5500.0,"(0.00214, 0.00287]"
3646.0,"(0.00649, 0.04]"
7198.0,"(0.00134, 0.00214]"
8250.0,"(0.00367, 0.00468]"
4700.0,"(0.000309, 0.00134]"
4633.0,"(0.00287, 0.00367]"
8384.0,"(0.00214, 0.00287]"
8500.0,"(0.00214, 0.00287]"
4290.0,"(-0.001, 0.000309]"
3900.0,"(0.00287, 0.00367]"
3800.0,"(-0.001, 0.000309]"
6920.0,"(0.00468, 0.00649]"
925.0,"(0.00649, 0.04]"
1603.0,"(0.00649, 0.04]"
3620.0,"(0.00134, 0.00214]"
2800.0,"(0.00134, 0.00214]"
20001.0,"(0.00214, 0.00287]"
4125.0,"(0.00367, 0.00468]"
2134.0,"(0.00367, 0.00468]"
10533.0,"(0.00367, 0.00468]"
4000.0,"(-0.001, 0.000309]"
3855.0,"(-0.001, 0.000309]"
5400.0,"(-0.001, 0.000309]"
6083.0,"(0.000309, 0.00134]"
12800.0,"(0.00367, 0.00468]"
7783.0,"(0.000309, 0.00134]"
7383.0,"(0.00468, 0.00649]"
5500.0,"(0.00134, 0.00214]"
2500.0,"(0.00649, 0.04]"
2260.0,"(0.00367, 0.00468]"
6124.0,"(0.00287, 0.00367]"
5833.0,"(0.00287, 0.00367]"
7730.0,"(0.00468, 0.00649]"
5180.0,"(0.00134, 0.00214]"
8500.0,"(0.00287, 0.00367]"
4200.0,"(0.00214, 0.00287]"
7000.0,"(0.00134, 0.00214]"
7000.0,"(0.000309, 0.00134]"
10000.0,"(-0.001, 0.000309]"
3041.0,"(0.00214, 0.00287]"
3500.0,"(0.00134, 0.00214]"
5900.0,"(0.00649, 0.04]"
2600.0,"(0.00649, 0.04]"
4500.0,"(0.000309, 0.00134]"
3400.0,"(-0.001, 0.000309]"
5021.0,"(0.00649, 0.04]"
3500.0,"(0.00468, 0.00649]"
1666.0,"(0.00367, 0.00468]"
10500.0,"(-0.001, 0.000309]"
2745.0,"(-0.001, 0.000309]"
4481.0,"(0.00367, 0.00468]"
16000.0,"(-0.001, 0.000309]"
10333.0,"(0.00214, 0.00287]"
10000.0,"(-0.001, 0.000309]"
13000.0,"(0.00134, 0.00214]"
9966.0,"(0.00214, 0.00287]"
2900.0,"(0.00214, 0.00287]"
801.0,"(0.00468, 0.00649]"
5133.0,"(0.00214, 0.00287]"
2400.0,"(0.00649, 0.04]"
9296.0,"(0.00367, 0.00468]"
3380.0,"(0.00649, 0.04]"
1800.0,"(0.00468, 0.00649]"
3584.0,"(0.00468, 0.00649]"
8333.0,"(0.00214, 0.00287]"
7800.0,"(-0.001, 0.000309]"
9375.0,"(0.00367, 0.00468]"
6000.0,"(0.00367, 0.00468]"
10833.0,"(0.00134, 0.00214]"
2424.0,"(0.00468, 0.00649]"
7500.0,"(0.00367, 0.00468]"
8075.0,"(0.00287, 0.00367]"
4220.0,"(0.00214, 0.00287]"
8046.0,"(0.00367, 0.00468]"
4000.0,"(0.00468, 0.00649]"
28300.0,"(0.00214, 0.00287]"
4335.0,"(0.00468, 0.00649]"
9000.0,"(0.00134, 0.00214]"
2900.0,"(0.00649, 0.04]"
10250.0,"(0.000309, 0.00134]"
7500.0,"(0.000309, 0.00134]"
8333.0,"(-0.001, 0.000309]"
6800.0,"(0.00468, 0.00649]"
3500.0,"(0.00649, 0.04]"
6189.0,"(-0.001, 0.000309]"
7500.0,"(0.00214, 0.00287]"
1700.0,"(0.00367, 0.00468]"
3152.0,"(0.00468, 0.00649]"
11000.0,"(0.00367, 0.00468]"
5159.0,"(0.00287, 0.00367]"
2795.0,"(0.00468, 0.00649]"
4000.0,"(-0.001, 0.000309]"
9250.0,"(0.00468, 0.00649]"
5542.0,"(0.00287, 0.00367]"
11000.0,"(-0.001, 0.000309]"
7708.0,"(0.000309, 0.00134]"
4500.0,"(0.000309, 0.00134]"
13931.0,"(0.00468, 0.00649]"
4222.0,"(0.00649, 0.04]"
3000.0,"(0.00134, 0.00214]"
10500.0,"(0.00468, 0.00649]"
12500.0,"(0.000309, 0.00134]"
2062.0,"(-0.001, 0.000309]"
10000.0,"(0.00367, 0.00468]"
5583.0,"(0.00649, 0.04]"
5215.0,"(0.00649, 0.04]"
11700.0,"(0.00214, 0.00287]"
8500.0,"(0.00649, 0.04]"
336.0,"(0.00649, 0.04]"
10090.0,"(0.00287, 0.00367]"
3644.0,"(-0.001, 0.000309]"
4583.0,"(0.00367, 0.00468]"
10000.0,"(0.00468, 0.00649]"
1800.0,"(-0.001, 0.000309]"
3146.0,"(0.00367, 0.00468]"
4677.0,"(0.00287, 0.00367]"
15916.0,"(0.00649, 0.04]"
11200.0,"(0.00367, 0.00468]"
1700.0,"(0.000309, 0.00134]"
8100.0,"(0.00649, 0.04]"
8200.0,"(0.00287, 0.00367]"
6800.0,"(0.00367, 0.00468]"
0.0,"(0.04, 12.67]"
6000.0,"(0.00468, 0.00649]"
5080.0,"(0.00649, 0.04]"
0.0,"(12.67, 3296.64]"
3500.0,"(0.000309, 0.00134]"
3600.0,"(0.00649, 0.04]"
11600.0,"(0.00214, 0.00287]"
11178.0,"(0.00367, 0.00468]"
13566.0,"(0.00134, 0.00214]"
4500.0,"(0.00134, 0.00214]"
10000.0,"(0.00287, 0.00367]"
4333.0,"(0.00468, 0.00649]"
9200.0,"(0.00214, 0.00287]"
8849.0,"(0.00214, 0.00287]"
4400.0,"(0.00468, 0.00649]"
5500.0,"(-0.001, 0.000309]"
7609.0,"(0.000309, 0.00134]"
7200.0,"(0.00287, 0.00367]"
6600.0,"(0.00468, 0.00649]"
864.0,"(-0.001, 0.000309]"
3408.0,"(0.00468, 0.00649]"
2219.0,"(-0.001, 0.000309]"
10500.0,"(0.000309, 0.00134]"
5166.0,"(0.00287, 0.00367]"
2000.0,"(-0.001, 0.000309]"
9700.0,"(0.00367, 0.00468]"
10000.0,"(0.00367, 0.00468]"
4923.0,"(0.00649, 0.04]"
8900.0,"(0.00134, 0.00214]"
15000.0,"(0.00649, 0.04]"
2340.0,"(0.00134, 0.00214]"
15000.0,"(-0.001, 0.000309]"
1000.0,"(-0.001, 0.000309]"
3555.0,"(0.00468, 0.00649]"
4333.0,"(0.00468, 0.00649]"
1910.0,"(0.00214, 0.00287]"
3300.0,"(0.000309, 0.00134]"
4800.0,"(0.000309, 0.00134]"
6167.0,"(0.00287, 0.00367]"
3183.0,"(0.00468, 0.00649]"
8267.0,"(0.00287, 0.00367]"
4583.0,"(0.00287, 0.00367]"
2250.0,"(0.00287, 0.00367]"
13083.0,"(0.000309, 0.00134]"
15500.0,"(0.00134, 0.00214]"
3250.0,"(0.00468, 0.00649]"
23250.0,"(-0.001, 0.000309]"
4500.0,"(0.00287, 0.00367]"
5700.0,"(0.00134, 0.00214]"
4245.0,"(-0.001, 0.000309]"
2250.0,"(0.00134, 0.00214]"
5000.0,"(-0.001, 0.000309]"
6000.0,"(0.00287, 0.00367]"
5114.0,"(0.00214, 0.00287]"
11500.0,"(0.00134, 0.00214]"
4500.0,"(0.00134, 0.00214]"
6117.0,"(0.00367, 0.00468]"
4216.0,"(0.00468, 0.00649]"
11666.0,"(0.00468, 0.00649]"
3375.0,"(0.00367, 0.00468]"
4000.0,"(-0.001, 0.000309]"
7539.0,"(0.00468, 0.00649]"
0.0,"(0.04, 12.67]"
13016.0,"(0.00287, 0.00367]"
19566.0,"(0.00214, 0.00287]"
5134.0,"(0.00367, 0.00468]"
7488.0,"(0.00468, 0.00649]"
2300.0,"(0.00468, 0.00649]"
7000.0,"(0.00287, 0.00367]"
5900.0,"(0.00468, 0.00649]"
18916.0,"(0.00287, 0.00367]"
4250.0,"(0.00134, 0.00214]"
12000.0,"(0.00468, 0.00649]"
7834.0,"(0.00134, 0.00214]"
7200.0,"(0.00468, 0.00649]"
3600.0,"(0.000309, 0.00134]"
646.0,"(0.04, 12.67]"
11000.0,"(0.00367, 0.00468]"
11046.0,"(0.00468, 0.00649]"
1430.0,"(0.00468, 0.00649]"
5411.0,"(0.00468, 0.00649]"
5000.0,"(0.00649, 0.04]"
11869.0,"(0.00287, 0.00367]"
14350.0,"(0.00287, 0.00367]"
2400.0,"(0.00214, 0.00287]"
5917.0,"(0.00367, 0.00468]"
5500.0,"(0.00649, 0.04]"
1600.0,"(0.00134, 0.00214]"
2700.0,"(0.00134, 0.00214]"
12083.0,"(0.00214, 0.00287]"
7145.0,"(0.00214, 0.00287]"
9000.0,"(0.00214, 0.00287]"
1650.0,"(0.000309, 0.00134]"
3750.0,"(0.000309, 0.00134]"
5700.0,"(0.00134, 0.00214]"
5342.0,"(0.00468, 0.00649]"
6833.0,"(0.00367, 0.00468]"
4250.0,"(0.00134, 0.00214]"
15000.0,"(0.00214, 0.00287]"
6500.0,"(0.000309, 0.00134]"
14000.0,"(0.00649, 0.04]"
3800.0,"(-0.001, 0.000309]"
6200.0,"(0.00367, 0.00468]"
1578.0,"(0.00468, 0.00649]"
8000.0,"(0.00134, 0.00214]"
8996.0,"(0.00134, 0.00214]"
7500.0,"(0.00367, 0.00468]"
3333.0,"(0.00649, 0.04]"
6500.0,"(-0.001, 0.000309]"
7269.0,"(0.00214, 0.00287]"
3431.0,"(0.00287, 0.00367]"
7600.0,"(0.00214, 0.00287]"
2264.0,"(0.000309, 0.00134]"
10200.0,"(0.000309, 0.00134]"
6000.0,"(0.000309, 0.00134]"
13000.0,"(0.00214, 0.00287]"
3750.0,"(0.00367, 0.00468]"
5400.0,"(0.00367, 0.00468]"
6600.0,"(0.00367, 0.00468]"
8338.0,"(0.00214, 0.00287]"
2700.0,"(0.00134, 0.00214]"
3000.0,"(0.00649, 0.04]"
5000.0,"(-0.001, 0.000309]"
3889.0,"(0.00134, 0.00214]"
6499.0,"(0.00287, 0.00367]"
8334.0,"(0.00367, 0.00468]"
8000.0,"(0.00214, 0.00287]"
70000.0,"(0.00134, 0.00214]"
4300.0,"(0.00468, 0.00649]"
9150.0,"(0.00287, 0.00367]"
4655.0,"(0.000309, 0.00134]"
7900.0,"(0.00287, 0.00367]"
7083.0,"(0.00367, 0.00468]"
12000.0,"(0.00287, 0.00367]"
2833.0,"(0.00367, 0.00468]"
7000.0,"(0.00468, 0.00649]"
2480.0,"(0.00287, 0.00367]"
5600.0,"(0.00468, 0.00649]"
9467.0,"(-0.001, 0.000309]"
2026.0,"(-0.001, 0.000309]"
1300.0,"(0.00468, 0.00649]"
6592.0,"(0.00649, 0.04]"
6000.0,"(0.00134, 0.00214]"
7829.0,"(0.00287, 0.00367]"
6001.0,"(0.00367, 0.00468]"
2080.0,"(-0.001, 0.000309]"
9900.0,"(0.00367, 0.00468]"
6250.0,"(-0.001, 0.000309]"
8000.0,"(0.00214, 0.00287]"
3133.0,"(0.00468, 0.00649]"
4300.0,"(0.000309, 0.00134]"
3076.0,"(0.00649, 0.04]"
17116.0,"(-0.001, 0.000309]"
3574.0,"(0.00468, 0.00649]"
4583.0,"(0.00287, 0.00367]"
4358.0,"(0.00287, 0.00367]"
13333.0,"(0.000309, 0.00134]"
2700.0,"(-0.001, 0.000309]"
5750.0,"(0.000309, 0.00134]"
2800.0,"(0.00468, 0.00649]"
4200.0,"(0.00214, 0.00287]"
8050.0,"(0.00287, 0.00367]"
8000.0,"(0.000309, 0.00134]"
7955.0,"(0.000309, 0.00134]"
4302.0,"(0.00214, 0.00287]"
4865.0,"(-0.001, 0.000309]"
2718.0,"(0.00468, 0.00649]"
3652.0,"(0.00649, 0.04]"
18233.0,"(0.00468, 0.00649]"
15200.0,"(0.00468, 0.00649]"
8200.0,"(0.00214, 0.00287]"
6809.0,"(0.00367, 0.00468]"
3269.0,"(0.00214, 0.00287]"
8800.0,"(0.00649, 0.04]"
10416.0,"(0.00134, 0.00214]"
4275.0,"(0.00287, 0.00367]"
4000.0,"(0.00214, 0.00287]"
10300.0,"(0.00367, 0.00468]"
12700.0,"(0.00367, 0.00468]"
7600.0,"(0.00649, 0.04]"
3000.0,"(-0.001, 0.000309]"
10333.0,"(0.00214, 0.00287]"
2000.0,"(0.00649, 0.04]"
9934.0,"(-0.001, 0.000309]"
2900.0,"(0.00468, 0.00649]"
3250.0,"(0.00649, 0.04]"
2500.0,"(-0.001, 0.000309]"
7250.0,"(0.000309, 0.00134]"
4833.0,"(0.00649, 0.04]"
3600.0,"(-0.001, 0.000309]"
6100.0,"(0.00214, 0.00287]"
3500.0,"(0.000309, 0.00134]"
3000.0,"(0.00649, 0.04]"
6691.0,"(0.00468, 0.00649]"
3333.0,"(0.00468, 0.00649]"
1700.0,"(-0.001, 0.000309]"
5582.0,"(0.00214, 0.00287]"
775.0,"(0.00649, 0.04]"
5082.0,"(0.00649, 0.04]"
4916.0,"(0.000309, 0.00134]"
4500.0,"(0.00367, 0.00468]"
8416.0,"(0.00134, 0.00214]"
50000.0,"(0.000309, 0.00134]"
5000.0,"(0.00468, 0.00649]"
8787.0,"(0.00214, 0.00287]"
6000.0,"(0.00367, 0.00468]"
7500.0,"(0.00287, 0.00367]"
15416.0,"(0.00367, 0.00468]"
2500.0,"(0.00134, 0.00214]"
12125.0,"(0.000309, 0.00134]"
10833.0,"(0.00649, 0.04]"
1600.0,"(0.000309, 0.00134]"
4600.0,"(0.00649, 0.04]"
7100.0,"(0.00214, 0.00287]"
5640.0,"(0.000309, 0.00134]"
4376.0,"(0.00214, 0.00287]"
6225.0,"(0.000309, 0.00134]"
1500.0,"(0.00134, 0.00214]"
5936.0,"(0.000309, 0.00134]"
5400.0,"(0.00468, 0.00649]"
11189.0,"(0.00287, 0.00367]"
5933.0,"(0.000309, 0.00134]"
5750.0,"(0.00214, 0.00287]"
4731.0,"(0.00214, 0.00287]"
5000.0,"(0.00468, 0.00649]"
4833.0,"(0.000309, 0.00134]"
7500.0,"(0.00367, 0.00468]"
10704.0,"(0.00134, 0.00214]"
6200.0,"(0.00367, 0.00468]"
11251.0,"(0.00367, 0.00468]"
5321.0,"(0.00287, 0.00367]"
3750.0,"(0.00649, 0.04]"
5666.0,"(0.00367, 0.00468]"
5000.0,"(0.00367, 0.00468]"
18750.0,"(0.00134, 0.00214]"
3331.0,"(0.00367, 0.00468]"
2611.0,"(0.00134, 0.00214]"
10542.0,"(0.000309, 0.00134]"
23696.0,"(0.00134, 0.00214]"
3800.0,"(0.00649, 0.04]"
7794.0,"(0.00468, 0.00649]"
2500.0,"(0.000309, 0.00134]"
8250.0,"(0.00468, 0.00649]"
7350.0,"(0.00134, 0.00214]"
4600.0,"(-0.001, 0.000309]"
2800.0,"(0.00649, 0.04]"
3500.0,"(0.00214, 0.00287]"
12000.0,"(0.000309, 0.00134]"
7995.0,"(0.00134, 0.00214]"
0.0,"(0.04, 12.67]"
6500.0,"(0.00214, 0.00287]"
5000.0,"(0.00649, 0.04]"
4000.0,"(-0.001, 0.000309]"
21900.0,"(0.00468, 0.00649]"
4800.0,"(0.00214, 0.00287]"
40000.0,"(0.000309, 0.00134]"
1050.0,"(0.00649, 0.04]"
8300.0,"(0.00468, 0.00649]"
8000.0,"(0.00367, 0.00468]"
3500.0,"(0.00287, 0.00367]"
10600.0,"(0.00287, 0.00367]"
3800.0,"(0.00468, 0.00649]"
3635.0,"(0.00214, 0.00287]"
17500.0,"(0.00287, 0.00367]"
17000.0,"(0.00134, 0.00214]"
10531.0,"(0.000309, 0.00134]"
2300.0,"(0.000309, 0.00134]"
9533.0,"(0.000309, 0.00134]"
7166.0,"(0.00134, 0.00214]"
10900.0,"(0.00134, 0.00214]"
16000.0,"(0.00134, 0.00214]"
9100.0,"(0.00367, 0.00468]"
7900.0,"(-0.001, 0.000309]"
9000.0,"(0.00134, 0.00214]"
1050.0,"(0.00468, 0.00649]"
10424.0,"(0.000309, 0.00134]"
1000.0,"(0.00214, 0.00287]"
7554.0,"(0.000309, 0.00134]"
4599.0,"(0.00134, 0.00214]"
5301.0,"(0.00468, 0.00649]"
4519.0,"(0.000309, 0.00134]"
6861.0,"(0.00367, 0.00468]"
4000.0,"(0.00649, 0.04]"
4438.0,"(0.000309, 0.00134]"
8333.0,"(0.00214, 0.00287]"
